;Date;year;type;country;activity;sex;injury;fatal_boolean;time
2752;27-Jan-1988;;Invalid;SOUTH AFRICA;Surfing;;Minor injury to leg;UNKNOWN;Morning
2753;21-Jan-1988;;Invalid;AUSTRALIA;Fell overboard  from the Taiwanese fishing trawler Lien Cheng Feu ;;His remains were recovered from a shark caught by  the trawler Ho Tai No.12 in March 1988;UNKNOWN;Unknown
2754;14-Jan-1988;;Provoked;USA;Fishing;;Hand bitten by captured shark PROVOKED INCIDENT;N;Unknown
2755;06-Jan-1988;;Provoked;SOUTH AFRICA;Attempting to lasso shark's tail;;Foot lacerated by hooked shark PROVOKED INCIDENT;N;Morning
2756;Reported      05-Jan-1988;;Provoked;SOUTH AFRICA;Returning to shore, collided with shark;;"No injury to occupants; shark ripped off fibreglass hull, swamping boat PROVOKED INCIDENT";N;Unknown
2757;1988;;Unprovoked;AUSTRALIA;Surfing;;Hand bitten;N;Unknown
2758;20-Dec-1987;;Sea Disaster;PHILIPPINES;Ferry boat Dona Paz with 4431 passengers exploded & caught fire when she collided with an  oil tanker ;;"25 people survived; 300 shark-mutilated bodies were recovered";Y;Unknown
2759;17-Dec-1987;;Unprovoked;USA;Surfing;;Left calf bitten;N;Afternoon
2760;13-Dec-1987;;Invalid;AUSTRALIA;;;Remains recovered from 4 m, 420-kg, caught 13-Dec-1987k;UNKNOWN;Unknown
2761;21-Nov-1987;;Unprovoked;USA;Surfing;;Leg lacerated;N;Unknown
2762;Nov-1987;;Invalid;SOUTH AFRICA;;;Possible drowning / scavenging;UNKNOWN;Unknown
2763;26-Oct-1987;;Unprovoked;USA;Surfing;;Buttock & leg bitten;N;Evening
2764;25-Oct-1987;;Invalid;SOUTH AFRICA;Boogie boarding;;Abrasion to forearm;UNKNOWN;Afternoon
2765;11-Oct-1987;;Unprovoked;SOUTH AFRICA;Spearfishing;;Left thigh & calf lacerated;N;Afternoon
2766;06-Oct-1987;;Sea Disaster;DOMINICAN REPUBLIC;Vessel caught fire & capsized, survivors in the water;;Of 160 people on board, >100 missing;Y;Unknown
2767;18-Sep-1987;;Unprovoked;AUSTRALIA;Scuba Diving for scallops;;FATAL;Y;Unknown
2768;13-Sep-1987;;Unprovoked;SOUTH AFRICA;Surfing;;Torso lacerated;N;Morning
2769;20-Aug-1987;;Unprovoked;USA;Wading;;Lower left leg lacerated;N;Morning
2770;15-Aug-1987;;Unprovoked;USA;Surfing (sitting on his board);;Fingers & surfboard injured;N;Morning
2771;21-Jul-1987;;Unprovoked;USA;Surfing;;Right foot & ankle lacerated;N;Morning
2772;12-Jul-1987;;Unprovoked;USA;Body surfing;;Left foot bitten;N;Evening
2773;12-Jul-1987;;Unprovoked;USA;Wading;;Puncture wounds to right foot;N;Afternoon
2774;11-Jul-1987;;Boat;USA;Dropping anchor;;No injury to occupants. Shark grabbed anchor ;N;Unknown
2775;09-Jul-1987;;Unprovoked;BAHAMAS;Snorkeling;;Right leg bitten;N;Afternoon
2776;Jul-1987;;Unprovoked;BAHAMAS;Spearfishing;;Puncture marks to torso;N;Unknown
2777;13-Jun-1987;;Provoked;USA;Fishing;;Left hand bitten by shark he was dragging ashore by its head PROVOKED INCIDENT;N;Unknown
2778;25-May-1987;;Unprovoked;USA;;;"6"" cut to thigh";N;Unknown
2779;08-May-1987;;Unprovoked;USA;Surfing;;Hand lacerated  ;N;Unknown
2780;06-May-1987;;Provoked;AUSTRALIA;Fishing;;3 fingers severed by metal trace as he tried to haul in a hooked shark. PROVOKED ACCIDENT;N;Unknown
2781;19-Apr-1987;;Invalid;SOUTH AFRICA;Fishing;;Slipped off rocks & was treading water when he disappeared, body mutilated by shark/s;UNKNOWN;Unknown
2782;18-Apr-1987;;Unprovoked;USA;Swimming;;Right arm severed above elbow;N;Evening
2783;15-Apr-1987;;Unprovoked;USA;Swimming from shore to anchored sailboat;;Presumed FATAL Disappeared, his shark-bitten swim trunks were found on the seafloor;Y;Unknown
2784;01-Apr-1987;;Unprovoked;VANUATU;Swimming;;FATAL;Y;Afternoon
2785;30-Mar-1987;;Unprovoked;AUSTRALIA;Surfing;;Calf lacerated;N;Unknown
2786;30-Mar-1987;;Provoked;SOUTH AFRICA;;;No injury to occupants, boat holed by hooked shark PROVOKED INCIDENT;N;Unknown
2787;28-Feb-1987;;Unprovoked;USA;Windsurfing;;Lacerations to toe, heel & ankle of right foot;N;Unknown
2788;19-Feb-1987;;Sea Disaster;SOLOMON ISLANDS;The inter-island ferry Vula sank in heavy weather;;FATAL;Y;Unknown
2789;28-Jan-1987;;Unprovoked;SOUTH AFRICA;Spearfishing;;Puncture wounds to right hand;N;Afternoon
2790;06-Jan-1987;;Unprovoked;AUSTRALIA;Swimming;;Right leg lacerated;N;Morning
2791;1987;;Invalid;MONTENEGRO;Jumped into the water from a cliff;;FATAL;UNKNOWN;Unknown
2792;1987;;Boat;ITALY;Boat;;No injury;N;Unknown
2793;31-Dec-1986;;Unprovoked;SOUTH AFRICA;Spearfishing;;2 punctures in lower leg;N;Afternoon
2794;22-Dec-1986;;Unprovoked;SOUTH AFRICA;Body boarding;;FATAL, legs bitten ;Y;Evening
2795;11-Dec-1986;;Unprovoked;USA;Surfing;;Forearm bitten;N;Afternoon
2796;06-Dec-1986;;Unprovoked;BAHAMAS;Adrift after ditching plane in the sea;;No injury, bumped  by sharks;N;Unknown
2797;06-Dec-1986;;Unprovoked;USA;Free diving  & spearfishing (submerged);;Punctured lung, lacerations to shoulder, face, jaw, neck & forearm;N;Morning
2798;04-Dec-1986;;Invalid;SOUTH AFRICA;Spearfishing;;No injury, no attack, 1.8 m copper shark made threat displays;UNKNOWN;Unknown
2799;Dec-1986;;Unprovoked;NEW CALEDONIA;Spearfishing;;Right leg bitten;N;Unknown
2800;30-Nov-1986;;Unprovoked;USA;Surfing;;5' gash in leg;N;Morning
2801;19-Nov-1986;;Unprovoked;USA;Surfing;;Laceration to dorsum of left foot;N;Morning
2802;04-Nov-1986;;Unprovoked;USA;Surfing;;Ankle bitten;N;Unknown
2803;17-Oct-1986;;Provoked;SOUTH AFRICA;NSB Meshing;;Minor lacerations & puncture wounds to right leg from netted shark taken onboard skiboat PROVOKED INCIDENT;N;Unknown
2804;03-Oct-1986;;Unprovoked;USA;Swimming;;Hip & thigh bitten;N;Evening
2805;05-Oct-1986;;Unprovoked;SOUTH AFRICA;Racing ski;;No injury, ski bitten;N;Morning
2806;01-Oct-1986;;Unprovoked;AUSTRALIA;;;No details;UNKNOWN;Unknown
2807;Oct-1986;;Unprovoked;USA;Surfing;;Laceration to right arm;N;Unknown
2808;Reported 22-Sep-1986 ;;Invalid;USA;;;Human hand recovered from 1.5 m [5'] blacktip shark's stomach;UNKNOWN;Unknown
2809;Sep-1986;;Unprovoked;USA;Surfing;;Survived;N;Unknown
2810;Sep-1986;;Unprovoked;USA;Surfing;;Hand bitten;N;Unknown
2811;19-Aug-1986;;Unprovoked;USA;Surfing;;Hand bitten;N;Unknown
2812;10-Aug-1986;;Invalid;SOUTH AFRICA;Spearfishing;;No injury, shark made threat display & impaled itself on spear ;UNKNOWN;Morning
2813;03-Aug-1986;;Unprovoked;AUSTRALIA;Scuba diving;;Survived;N;Unknown
2814;Aug-1986;;Unprovoked;FRANCE;;;Survived;N;Unknown
2815;26-Jul-1986;;Boat;AUSTRALIA;Fishing;;No injury to occupants. Shark bit motor, lifting stern a half-metre out of the water;N;Unknown
2816;09-Jul-1986;;Unprovoked;USA;;;Back of left thigh bitten;N;Unknown
2817;Jul-1986;;Unprovoked;SOUTH AFRICA;Spearfishing;;Minor lacerations on left hand;N;Evening
2818;18-May-1986;;Unprovoked;AUSTRALIA;Scuba diving;;Survived;N;Unknown
2819;15-May-1986;;Unprovoked;SOUTH KOREA;Shell diving;;FATAL;Y;Unknown
2820;20-Apr-1986;;Unprovoked;USA;Fishing, fell from rocks & disappeared;;Pieces of clothing & human flesh recovered by Fire Department divers who encountered a large shark;Y;Unknown
2821;Apr-1986;;Unprovoked;SPAIN;Diving;;Abrasions;N;Unknown
2822;18-Mar-1986;;Unprovoked;SPAIN;Windsurfing;;Foot severed;N;Morning
2823;15-Mar-1986;;Unprovoked;SOUTH AFRICA;Treading water;;Foot bitten;N;Afternoon
2824;5-Mar-1986;;Unprovoked;SOUTH AFRICA;Surfing;;No injury, board struck by shark;N;Unknown
2825;18-Feb-1986;;Unprovoked;SOUTH AFRICA;Surfing;;No injury, board bitten;N;Afternoon
2826;17-Feb-1986;;Unprovoked;SOUTH AFRICA;Surfing;;No injury, knocked off board;N;Evening
2827;07-Feb-1986;;Unprovoked;SOUTH AFRICA;Swimming;;Lower leg lacerated;N;Evening
2828;06-Feb-1986;;Unprovoked;SOUTH AFRICA;Spearfishing;;2 punctures in upper arm;N;Afternoon
2829;01-Feb-1986;;Unprovoked;AUSTRALIA;Surfing;;No injury, knocked into water & board bitten;N;Unknown
2830;12-Jan-1986;;Unprovoked;USA;Surfing;;Puncture wounds to both feet;N;Morning
2831;1986;;Unprovoked;USA;Surfing;;No injury, foot bumped;N;Afternoon
2832;22-Dec-1985;;Unprovoked;SOUTH AFRICA;Surfing;;Both surfers boards were bumped by sharks, Moolman sustained abrasions on his arm and leg;N;Unknown
2833;10-Dec-1985;;Unprovoked;USA;;;Survived;N;Unknown
2834;11-Nov-1985;;Provoked;AUSTRALIA;Fishing;;Laceration to lower left leg by hooked shark PROVOKED INCIDENT;N;Unknown
2835;05-Nov-1985;;Boat;USA;Boat;;2 semi-circular bites on aft starboard tube of boat;N;Unknown
2836;03-Nov-1985;;Provoked;USA;Fishing;;Forearm bitten by hooked shark PROVOKED INCIDENT;N;Unknown
2837;24-Oct-1985;;Unprovoked;SOUTH AFRICA;Body boarding;;Left leg severely lacerated, superficial lacerations of right leg,  board damaged;N;Morning
2838;22-Oct-1985;;Unprovoked;USA;Hookah diving for abalone;;Minor injury to foot & ankle;N;Afternoon
2839;18-Oct-1985;;Unprovoked;USA;Body boarding;;Right hand and part of forearm severed , left hand lacerated, right anterior side of board removed by shark;N;Unknown
2840;12-Oct-1985;;Unprovoked;USA;Floating on inner tube after diving for lobster;;Left arm lacerated;N;Unknown
2841;  05-Oct-1985;;Provoked;USA;Fishing;;Laceration to leg by hooked shark  PROVOKED INCIDENT;N;Unknown
2842;28-Sep-1985;;Unprovoked;USA;Free diving & spearfishing (descending);;Hip bumped by shark, no Injury;N;Unknown
2843;08-Sep-1985;;Invalid;SOUTH AFRICA;Swimming;;Probable drowning / scavenging;UNKNOWN;Unknown
2844;08-Sep-1985;;Unprovoked;USA;Scuba diving;;Laceration and 4 puncture wounds to left hand;N;Afternoon
2845;05-Sep-1985;;Invalid;USA;Swimming;;Found to be a hoax;UNKNOWN;Unknown
2846;22-Aug-1985;;Unprovoked;USA;Wading;;Right calf bitten & less serious injury to left foot;N;Unknown
2847;20-Aug-1985;;Invalid;USA;Wading;;"3"" wound on thigh";UNKNOWN;Afternoon
2848;17-Aug-1985;;Invalid;USA;Scuba diving;;Body not recovered. 3 days later some of his equipment was found on seabed appeared damaged by a shark ;UNKNOWN;Morning
2849;25-Jul-1985;;Unprovoked;USA;Wading;;Right calf bitten;N;Evening
2850;25-Jul-1985;;Unprovoked;USA;Surfing;;Hand bitten;N;Morning
2851;21-Jul-1985;;Boat;USA;Bottom fishing for lingcod & had hooked a fish;;No injury to occupant, shark rammed boat catapulting it out of the water;N;Unknown
2852;19-Jul-1985;;Unprovoked;USA;Playing in knee-deep water;;2/3rd of left calf removed;N;Unknown
2853;Mid Jul-1985 or mid Jul-1986;;Unprovoked;ITALY;Snorkeling;;Contusion of left foot;N;Afternoon
2854;26-May-1985;;Unprovoked;USA;Surfing, but lying prone on his board;;Leg injured;N;Unknown
2855;08-May-1985;;Provoked;SOUTH AFRICA;Spearfishing;;After diver shot shark attempting to take his catch, shark bit right arm & tore wetsuit  PROVOKED INCIDENT;N;Unknown
2856;16-Mar-1985;;Unprovoked;USA;Surfing;;Hand bitten;N;Unknown
2857;03-Mar-1985;;Unprovoked;AUSTRALIA;Free diving for scallops;;FATAL;Y;Afternoon
2858;18-Feb-1985;;Unprovoked;USA;Scuba Diving for lobster (at surface);;Bruised;N;Afternoon
2859;03-Feb-1985;;Unprovoked;USA;Surfing;;Right foot bitten;N;Unknown
2860;27-Jan-1985;;Unprovoked;SOUTH AFRICA;Swimming;;Right knee, calf and ankle lacerated;N;Evening
2861;18-Jan-1985;;Invalid;SOUTH AFRICA;;;Probable drowning / scavenging;UNKNOWN;Unknown
2862;17-Jan-1985;;Unprovoked;SOUTH AFRICA;Surfing;;Thigh & calf bitten;N;Evening
2863;16-Jan-1985;;Boat;NEW ZEALAND;Investigating shark sighting;;No injury to occupant, shark bit boat;N;Unknown
2864;04-Jan-1985;;Unprovoked;SOUTH AFRICA;Spearfishing;;Minor injury to torso;N;Morning
2865;Jan-1985;;Unprovoked;NEW CALEDONIA;Spearfishing;;Legs bitten ;N;Unknown
2866;Jan-1985;;Provoked;SOUTH AFRICA;Spearfishing;;Upper right arm bitten after he shot the shark PROVOKED INCIDENT;N;Morning
2867;1985;;Unprovoked;VANUATU;;;FATAL;Y;Unknown
2868;1985;;Unprovoked;IRAN;Fishing;;FATAL;Y;Unknown
2869;03-Dec-1984;;Boat;ITALY;Boat;;No injury;N;Unknown
2870;30-Nov-1984;;Unprovoked;AUSTRALIA;Sailing on catamaran & fell into the water;;FATAL;Y;Afternoon
2871;11-Nov-1984;;Unprovoked;USA;Surfing;;Left foot bitten;N;Unknown
2872;04-Nov-1984;;Provoked;USA;Spearfishing;;Speared shark bit diver's right knee, and lacerated right thigh & buttocks PROVOKED INCIDENT;N;Unknown
2873;21-Oct-1984;;Invalid;USA;Swimming;;Disappeared, 1 mile from where Sandra Fletcher was bitten. Death was due to drowning;UNKNOWN;Afternoon
2874;21-Oct-1984;;Unprovoked;USA;Surfing or body surfing;;"9"" laceration to right forearm ";N;Afternoon
2875;17-Oct-1984;;Invalid;USA;Wading;;"10"" laceration on leg";UNKNOWN;Afternoon
2876;14-Oct-1984;;Unprovoked;USA;Surfing;;Left calf bitten;N;Afternoon
2877;30-Sep-1984;;Unprovoked;USA;Surfing (sitting on his board);;Abrasion on right foot, board bitten;N;Afternoon
2878;30-Sep-1984;;Unprovoked;USA;Free diving , but surfacing;;Legs & buttocks bitten;N;Morning
2879;23-Sep-1984;;Unprovoked;USA;Surfing;;Right foot bitten;N;Afternoon
2880;22-Sep-1984;;Unprovoked;USA;Swimming;;Left foot lacerated;N;Unknown
2881;22-Sep-1984;;Unprovoked;USA;Surfing;;Foot bitten;N;Unknown
2882;19-Sep-1984;;Unprovoked;USA;Swimming;;No details;UNKNOWN;Unknown
2883;17-Sep-1984;;Unprovoked;USA;Wading;;Arm bitten;N;Afternoon
2884;15-Sep-1984;;Unprovoked;USA;Skindiving;;FATAL;Y;Morning
2885;11-Sep-1984;;Provoked;MEXICO;Spearfishing;;No Injury, PROVOKED INCIDENT;N;Evening
2886;24-Aug-1984;;Invalid;USA;Boat capsized?;;"Death was due to drowning; body scavenged by a tiger shark";UNKNOWN;Unknown
2887;07-Aug-1984;;Unprovoked;INDONESIA;Sea disaster, foundering of the cargo vessle M/V Dorolonda;;FATAL;Y;Unknown
2888;24-Jul-1984;;Unprovoked;USA;Swimming;;Lacerations on right foot;N;Afternoon
2889;24-Jul-1984;;Unprovoked;USA;Swimming;;Legs severely lacerated;N;Afternoon
2890;22-Jul-1984;;Invalid;SOUTH AFRICA;Spearfishing;;FATAL, but shark involvement prior to death could not be determined;UNKNOWN;Morning
2891;01-Jul-1984;;Unprovoked;USA;During a shark fishing tournament, the 18' Boatem was capsized by waves, throwing 3 men into the water ;;Leg abraded;N;Evening
2892;Jul-1984;;Unprovoked;SOUTH AFRICA;Spearfishing;;No injury, shark hit swim fin;N;Unknown
2893;15-Jun-1984;;Unprovoked;SOUTH AFRICA;Surfing;;No injury, board bitten;N;Evening
2894;03-Jun-1984;;Unprovoked;USA;Towing her sister on plastic ski board;;Foot bitten;N;Evening
2895;03-Jun-1984;;Unprovoked;VANUATU;Swimming;;FATAL;Y;Unknown
2896;31-May-1984;;Unprovoked;SOUTH AFRICA;Spearfishing;;Swim fin bitten;N;Afternoon
2897;17-Mar-1984;;Invalid;SOMALIA;Murder;;" Forced at gunpoint to jump overboard. Presumed fatal; shark involvement probable but not confirmed ";UNKNOWN;Unknown
2898;14-Mar-1984;;Unprovoked;SOUTH AFRICA;Surfing;;No injury, 8 pressure dings in surboard;N;Evening
2899;10-Mar-1984;;Boat;SOUTH AFRICA;Rowing;;No injury to occupant, shark seized oar and disappeared with it.;N;Unknown
2900;01-Mar-1984;;Unprovoked;AUSTRALIA;;;No details;UNKNOWN;Unknown
2901;18-Feb-1984;;Provoked;SOUTH AFRICA;Fishing;;Leg lacerated by hooked shark PROVOKED INCIDENT;N;Unknown
2902;17-Feb-1984;;Provoked;SOUTH AFRICA;Scuba diving;;Punctures in wetsuit & left arm bruised by captive shark PROVOKED INCIDENT;N;Morning
2903;12-Feb-1984;;Invalid;SOUTH AFRICA;;;Human remains recovered, evidence of scavenging by shark/s;UNKNOWN;Unknown
2904;11-Feb-1984;;Unprovoked;AUSTRALIA;Spearfishing;;Hand bitten;N;Unknown
2905;05-Jan-1984;;Unprovoked;SOUTH AFRICA;Swimming;;Foot bitten;N;Morning
2906;04-Jan-1984;;Unprovoked;SOUTH AFRICA;;;Remains recovered 1-4-1984 showed evidence of defense wounds;Y;Unknown
2907;1984;;Provoked;USA;Steinhart Aquarium;;Head mouthed by captive shark PROVOKED INCIDENT;N;Unknown
2908;1984;;Unprovoked;USA;Surfing;;Right foot bitten;N;Unknown
2909;30-Dec-1983;;Invalid;GREECE;Spearfishing;;Coroner determined the man was killed by a boat propeller, not a tiger shark;UNKNOWN;Night
2910;25-Dec-1983;;Unprovoked;USA;Surfing;;Left foot & thigh bitten;N;Afternoon
2911;24-Dec-1983;;Unprovoked;AUSTRALIA;Scuba diving for abalone;;Fingers bitten;N;Unknown
2912;22-Dec-1983;;Unprovoked;SOUTH AFRICA;Swimming;;Left calf, ankle & foot lacerated;N;Afternoon
2913;21-Dec-1983;;Unprovoked;SOUTH AFRICA;Swimming;;Shin lacerated;N;Morning
2914;07-Dec-1983;;Invalid;SOUTH AFRICA;;;Two feet found in 1.74 m, 115-kg Zambesi shark, confirmed as a postmortem scavenging;UNKNOWN;Unknown
2915;21-Nov-1983;;Sea Disaster;PHILIPPINES;Ferry boat sank;;Left foot nipped;N;Unknown
2916;Reported      10-Nov-1983;;Unprovoked;USA;Surfing;;Laceration to left foot;N;Unknown
2917;10-Nov-1983;;Invalid;SOUTH AFRICA;Swimming;;Probable drowning and scavenging;UNKNOWN;Unknown
2918;17-Oct-1983;;Unprovoked;USA;Surfing;;Puncture marks in leg & surfboard dinged;N;Unknown
2919;13-Oct-1983;;Unprovoked;USA;Wading;;Lacerations to left ankle;N;Unknown
2920;04-Sep-1983;;Unprovoked;USA;Standing;;Abrasions to leg;N;Unknown
2921;20-Aug-1983;;Unprovoked;USA;Surfing;;No injury, board bitten;N;Morning
2922;20-Aug-1983;;Unprovoked;SOUTH AFRICA;Spearfishing;;Inner thighs lacerated;N;Morning
2923;15-Aug-1983;;Unprovoked;USA;Swimming;;Foot bitten;N;Unknown
2924;13-Aug-1983;;Provoked;USA;Skindiving;;Hand abraded when he grabbed shark's tail PROVOKED INCIDENT;N;Unknown
2925;13-Aug-1983;;Unprovoked;USA;Diving;;Right leg severely bitten;N;Unknown
2926;06-Aug-1983;;Boat;USA;Fishing;;No injury to occupants;N;Unknown
2927;26-Jul-1983;;Sea Disaster;AUSTRALIA;Swimming from the New Venture ;;FATAL, shark seized her by the chest and took her underwater ;Y;Night
2928;25-Jul-1983;;Sea Disaster;AUSTRALIA;Swimming from the New Venture ;;FATAL, shark bit leg, then dragged him underwater ;Y;Unknown
2929;25-Jul-1983;;Sea Disaster;AUSTRALIA;14 m prawn trawler New Venture capsized  & sank in heavy seas Three people in the water;;Left knee bitten, but survived;N;Unknown
2930;15-Jul-1983;;Unprovoked;SOUTH AFRICA;Surfing;;Left arm injured by shark's tail as it swam beneath his board;N;Unknown
2931;12-Jul-1983;;Unprovoked;USA;Windsurfing;;Left ankle nipped (3 punctures wounds);N;Unknown
2932;08-Jul-1983;;Unprovoked;BAHAMAS;Spearfishing;;Lacerations to left calf;N;Afternoon
2933;05-Jul-1983;;Unprovoked;USA;Floating on air mattress;;No injury, shark bit air mattress, deflating it;N;Unknown
2934;29-Jun-1983;;Unprovoked;USA;Swimming;;Left foot bitten;N;Morning
2935;22-Jun-1983;;Unprovoked;BAHAMAS;Spearfishing;;FATAL;Y;Afternoon
2936;20-Jun-1983;;Unprovoked;USA;Surfing & dangling foot in water amid baitfish;;Left foot lacerated;N;Afternoon
2937;15-Jun-1983;;Unprovoked;BAHAMAS;;;Lacerations to hand & foot;N;Morning
2938;15-Jun-1983;;Invalid;ITALY;Scuba diving;;"No injury, 3 m shark ""harassed"" him at depth of 5 m";UNKNOWN;Unknown
2939;June 1983;;Unprovoked;BAHAMAS;Spearfishing;;Lacerations to thigh & buttocks;N;Evening
2940;31-May-1983;;Unprovoked;USA;Water-skiing;;Left calf, knee & hands lacerated;N;Unknown
2941;24-May 1983;;Unprovoked;USA;Surfing;;Knocked off board by shark, no injury;N;Unknown
2942;21-May-1983;;Unprovoked;USA;Surfing;;Right foot bitten;N;Afternoon
2943;19-Apr-1983;;Unprovoked;USA;Surfing;;No details;UNKNOWN;Unknown
2944;12-Apr-1983;;Unprovoked;SOUTH AFRICA;Fishing;;Puncture wounds to foot;N;Evening
2945;02-Apr-1983;;Unprovoked;USA;Surfing;;Left foot bitten;N;Morning
2946;02-Apr-1983;;Invalid;SOUTH AFRICA;;;Survived;UNKNOWN;Unknown
2947;30-Mar-1983;;Unprovoked;SOUTH AFRICA;Spearfishing;;Right calf lacerated;N;Morning
2948;22-Mar-1983;;Unprovoked;SOUTH AFRICA;Surfing;;No injury, board bitten;N;Afternoon
2949;10-Mar-1983;;Unprovoked;USA;Surfing;;Shark nudged board, no injury;N;Unknown
2950;Mar-1983;;Unprovoked;NEW CALEDONIA;;;Calf bitten;N;Unknown
2951;20-Feb-1983;;Unprovoked;SOUTH AFRICA;Paddleskiing;;Puncture wounds to buttocks;N;Afternoon
2952;24-Jan-1983;;Provoked;USA;Fishing;;Leg bitten by captive shark PROVOKED INCIDENT;N;Unknown
2953;15-Jan-1983;;Invalid;SOUTH AFRICA;;;FATAL;UNKNOWN;Unknown
2954;10-Jan-1983;;Unprovoked;SOUTH AFRICA;Windsurfing;;Left foot lacerated;N;Evening
2955;08-Jan-1983;;Unprovoked;SOUTH AFRICA;Spearfishing;;No injury, rammed by shark;N;Afternoon
2956;Ca. 1983;;Unprovoked;UNKNOWN;Swimming;;Left leg bitten;N;Unknown
2957;1983;;Unprovoked;VANUATU;Ran into the water;;FATAL, arm/shoulder severed ;Y;Unknown
2958;1983;;Provoked;USA;Fishing;;Bitten on their feet by landed sharks / lacerations only PROVOKED INCIDENTS;N;Unknown
2959;Nov-1982;;Unprovoked;USA;In waist-deep water;;Arm bitten;N;Unknown
2960;13-Oct-1982;;Unprovoked;USA;Windsurfing;;Left foot lacerated;N;Morning
2961;30-Sep-1982;;Unprovoked;SOUTH AFRICA;Surfing;;No injury, pressure ding on surfboard;N;Afternoon
2962;30-Sep-1982;;Unprovoked;SOUTH AFRICA;Surfing;;No Injury, surfboard bitten;N;Afternoon
2963;27-Sep-1982;;Unprovoked;USA;Surfing;;Laceration to lower left leg;N;Afternoon
2964;25-Sep-1982;;Unprovoked;USA;Diving;;Lacerations to hand;N;Unknown
2965;19-Sep-1982;;Unprovoked;USA;Free diving for abalone from Zodiac (submerged);;Upper left thigh & buttocks bitten;N;Afternoon
2966;04-Sep-1982;;Invalid;USA;;;Remains recovered from 2.7 m tiger shark, but shark involvement prior to death unknown;UNKNOWN;Unknown
2967;29-Aug-1982;;Unprovoked;JAPAN;;;FATAL;Y;Unknown
2968;29-Aug-1982;;Invalid;USA;Surfing;;No Injury, board bitten;UNKNOWN;Morning
2969;29-Aug-1982;;Unprovoked;SOUTH AFRICA;Swimming;;Left knee, lower leg & foot bitten;N;Afternoon
2970;Late Aug-1982;;Unprovoked;TUNISIA;Windsurfing;;Thigh lacerated;N;Unknown
2971;31-Jul-1982;;Invalid;SOUTH AFRICA;Boogie boarding;;No injury, swim fin bitten;UNKNOWN;Afternoon
2972;24-Jul-1982;;Unprovoked;SOUTH AFRICA;Paddleskiing;;No injury, ski bitten;N;Afternoon
2973;24-Jul-1982;;Unprovoked;USA;Paddle Boarding;;No Injury, board bitten;N;Morning
2974;19-Jul-1982;;Unprovoked;USA;Swimming;;Left ankle bitten;N;Unknown
2975; 11-Jul-1982;;Invalid;USA;Swimming;;Laceration to left thigh;UNKNOWN;Unknown
2976;01-Jul-1982;;Unprovoked;USA;Swimming;;Laceration to left leg;N;Afternoon
2977;Jul-1982;;Unprovoked;NEW CALEDONIA;;;Left arm bitten;N;Unknown
2978;29-Jun-1982;;Unprovoked;SOUTH AFRICA;Surfing;;FATAL;Y;Morning
2979;26-Jun-1982;;Unprovoked;USA;Swimming;;Left arm bitten;N;Afternoon
2980;26-Jun-1982;;Unprovoked;BAHAMAS;Spearfishing ;;Arm severed at elbow;N;Unknown
2981;  25-Jun-1982;;Unprovoked;USA;;;Foot bitten;N;Morning
2982;13-Jun-1982;;Unprovoked;USA;Sailboarding, fell into water 100 yards outside the breakwater;;Thigh bitten 3 times;N;Unknown
2983;May 1982;;Invalid;USA;;;Human remains recovered from tiger shark;UNKNOWN;Unknown
2984;10-Mar-1982;;Unprovoked;USA;Surfing;;Elbow bitten;N;Afternoon
2985;07-Mar-1982;;Unprovoked;AUSTRALIA;Surfing;;Legs bitten  FATAL;Y;Afternoon
2986;Mar-1982;;Unprovoked;NEW CALEDONIA;Spearfishing;;Arm bitten;N;Unknown
2987;28-Feb-1982;;Unprovoked;AUSTRALIA;Spearfishing;;FATAL, body not recovered;Y;Unknown
2988;27-Feb-1982;;Unprovoked;USA;Surfing;;Lacerations to left hand and forearm;N;Unknown
2989;17-Feb-1982;;Provoked;SOUTH AFRICA;Fishing;;Leg bitten above ankle by hooked shark taken aboard skiboat PROVOKED INCIDENT;N;Unknown
2990;14-Feb-1982;;Unprovoked;USA;Wading;;Left leg bitten;N;Unknown
2991;14-Feb-1982;;Unprovoked;USA;Swimming;;Right foot bitten;N;Unknown
2992;13-Feb-1982;;Unprovoked;USA;Swimming;;Shark-bitten body found floating 1.5 miles offshore. Bruises suggested she may have been bitten by the shark before drowning;Y;Unknown
2993;07-Feb-1982;;Unprovoked;USA;Scuba diving (submerged);;Calf & ankle bitten;N;Morning
2994;07-Feb-1982;;Unprovoked;USA;Diving;;FATAL Disappeared while diving, bathing suit & diving gear recovered bore marks of shark's teeth;Y;Unknown
2995;29-Jan-1982;;Unprovoked;SOUTH AFRICA;Swimming;;Right shin & toe lacerated;N;Afternoon
2996;1982;;Boat;ITALY;Boat;;No details;UNKNOWN;Unknown
2997;1982;;Boat;ITALY;Fishing on a boat;;No injury;N;Unknown
2998;1982;;Unprovoked;TUNISIA;Spearfishing;;No details;UNKNOWN;Unknown
2999;19-Dec-1981;;Unprovoked;USA;Surfing;;FATAL, torso bitten ;Y;Unknown
3000;13-Dec-1981;;Unprovoked;AUSTRALIA;;;Abdomen lacerated;N;Unknown
3001;13-Dec-1981;;Unprovoked;USA;Spearfishing, but swimming on surface;;Right leg severely bitten;N;Unknown
3002;30-Nov-1981;;Unprovoked;REUNION;Spearfishing;;Survived;N;Unknown
