,Date,year,type,country,activity,sex,injury,fatal_boolean,time
3389,22-Jun-1970,,Provoked,USA,Fishing,,Bitten on calf by hooked shark PROVOKED INCIDENT,,Unknown
3390,15-Jun-1970,,Provoked,SOUTH AFRICA,Scuba Diving,,2 cm laceration on knee PROVOKED INCIDENT,,Afternoon
3391,13-Jun-1970,,Unprovoked,GRENADA,Wading,,"FATAL, multiple injuries to both legs  ",,Afternoon
3392,13-Jun-1970,,Unprovoked,GRENADA,Wading,,"FATAL, body not recovered",,Afternoon
3393,Jun-1970,,Sea Disaster,PHILIPPINES,Motor launch Baby Princesa capsized with 22 people on board,,"2 people survived, 6 drowned & the others were killed by sharks",,Unknown
3394,4-Apr-1970,,Unprovoked,GRENADA,Swimming,,"FATAL, body not recovered",,Afternoon
3395,Apr-1970,,Provoked,UNKNOWN,Freediving,,Arm abraded & lacerated. Recorded as PROVOKED INCIDENT,,Unknown
3396,Apr-1970,,Unprovoked,SOLOMON ISLANDS,Swimming,,No details,,Unknown
3397,31-Mar-1970,,Invalid,USA,Body surfing,,"Swept out to sea,  5.5 m [18'] shark seen in the vicinity, body not recovered. ",,Unknown
3398,23-Mar-1970,,Unprovoked,USA,Wading,,Foot & calf lacerated,,Unknown
3399,5-Feb-1970,,Unprovoked,UNKNOWN,Wading,,Lacerations to lower leg,,Unknown
3400,23-Jan-1970,,Unprovoked,MOZAMBIQUE,Swimming,,"Hands severed, forearm severely lacerated",,Unknown
3401,23-Jan-1970,,Unprovoked,MOZAMBIQUE,Swimming,,Leg severed at knee,,Unknown
3402,23-Jan-1970,,Unprovoked,MOZAMBIQUE,Swimming,,"Arm severed, thigh bitten",,Unknown
3403,23-Jan-1970,,Unprovoked,MOZAMBIQUE,Swimming,,Leg severed at knee,,Unknown
3404,    16-Jan-1970,,Sea Disaster,EGYPT,Air disaster,,FATAL,,Unknown
3405,10-Jan-1970,,Unprovoked,MEXICO,Swimming,,Leg bitten,,Unknown
3406,Reported 09-Jan-1970,,Unprovoked,ENGLAND,Attempted to return injured shark to the sea,,Leg bitten,,Unknown
3407, Jan-1970,,Unprovoked,PAPUA NEW GUINEA,Freediving,,Lacerations to back,,Unknown
3408,1970s,,Unprovoked,SRI LANKA,Spearfishing / freediving,,Swim fins badly torn by the shark's teeth,,Unknown
3409,Late 1970s,,Unprovoked,SPAIN,Spearfishing,,Minor injury,,Unknown
3410,Ca. 1970,,Boat,ITALY,Fishing on a boat,,No injury,,Unknown
3411,1970,,Unprovoked,CROATIA,Spearfishing,,No details,,Unknown
3412,1970s,,Unprovoked,IRAQ,Washing cooking pans,,Left hand severed,,Unknown
3413,1970s,,Unprovoked,IRAQ,Washing clothes on stairs,,Left foot severed,,Unknown
3414,1970s,,Unprovoked,IRAQ,Swimming,,"FATAL, left leg severed",,Afternoon
3415,1970s,,Unprovoked,IRAQ,"Fishing, trying to catch the end of his fishing line",,Left hand bitten,,Unknown
3416,30-Nov-1969,,Unprovoked,AUSTRALIA,Swimming,,Left thigh lacerated,,Unknown
3417,11-Nov-1969,,Unprovoked,USA,Scuba diving for lobsters,,"Abrasions on upper leg, laceration on ankle, scuba tank bitten",,Unknown
3418,05-Nov-1969,,Provoked,AUSTRALIA,,,PROVOKED INCIDENT,,Unknown
3419,14-Oct-1969,,Unprovoked,USA,Diving,,No injury,,Unknown
3420,06-Sep-1969,,Unprovoked,USA,Free diving for abalone,,Leg & ankle severely bitten,,Morning
3421,29-Aug-1969,,Unprovoked,USA,Floating on his back,,Laceration to right leg,,Unknown
3422,22-Aug-1969,,Provoked,USA,Fishing,,Leg bitten by netted shark PROVOKED INCIDENT,,Unknown
3423,02-Aug-1969,,Unprovoked,USA,Surfing,,Lacerations to lower leg,,Unknown
3424,02-Aug-1969,,Unprovoked,USA,Body surfing,,Lacerations to right lower leg & left arm and hand,,Afternoon
3425,Aug-1969,,Unprovoked,UNKNOWN,,,Am lacerated,,Unknown
3426,27-Jul-1969,,Provoked,ENGLAND,,,Arm lacerated. Recorded as PROVOKED INCIDENT,,Unknown
3427,22-Jul-1969,,Provoked,USA,,,Scrape on head. Recorded as PROVOKED INCIDENT,,Afternoon
3428,20-Jul-1969,,Unprovoked,USA,Freediving for abalone (at surface),,"Foot bitten, minor injury",,Afternoon
3429,27-Jun-1969,,Unprovoked,USA,Wading,,No details,,Night
3430,12-Jun-1969,,Unprovoked,JAMAICA,Diving,,Multiple lacerations,,Unknown
3431,Jun-1969,,Unprovoked,USA,Wading,,No injury,,Evening
3432,25-May-1969,,Provoked,USA,Surf-fishing,,Foot lacerated when he stepped on the shark  PROVOKED INCIDENT,,Evening
3433,24-May-1969,,Provoked,USA,Diving,,Laceration to buttocks Recorded as PROVOKED INCIDENT,,Morning
3434,22-May-1969,,Unprovoked,DOMINICAN REPUBLIC,Surfing,,,,Afternoon
3435,14-May-1969,,Unprovoked,AUSTRALIA,,,Survived,,Unknown
3436,22-Apr-1969,,Invalid,AUSTRALIA,Netting pilchards,,No injury,,Unknown
3437,19-Aug-1969,,Provoked,USA,Fishing,,Laceration to foot from dead shark PROVOKED INCIDENT,,Unknown
3438,25-Mar-1969,,Provoked,AUSTRALIA,,,Foot lacerated. Recorded as PROVOKED INCIDENT,,Unknown
3439,09-Mar-1969,,Unprovoked,USA,Surfing,,Leg & surfboard bitten,,Evening
3440,Reported 17-Feb-1969,,Provoked,AUSTRALIA,Fishing,,Lacerations to hand from hooked shark PROVOKED INCIDENT,,Unknown
3441,Feb-1969,,Invalid,AUSTRALIA,Hard hat diving,,No details,,Unknown
3442,27-Jan-1969,,Unprovoked,AUSTRALIA,Freediving,,Abrasions and lacerations to lower right leg,,Morning
3443,Jan-1969,,Unprovoked,AUSTRALIA,,,Minor injury ,,Unknown
3444,Winter 1969,,Provoked,BAHAMAS,Sight-seeing,,"No injury to occupants, shark grabbed prop, Leodorn hit shark with oar, shark bit oar in half PROVOKED INCIDENT",,Unknown
3445,29-Dec-1968,,Invalid,SOUTH AFRICA,Freediving,,No injury,,Unknown
3446,26-Dec-1968,,Provoked,AUSTRALIA,Feeding mullet to sharks,,Laceration to finger by a captive shark PROVOKED INCIDENT,,Unknown
3447,25-Dec-1968,,Unprovoked,NEW ZEALAND,Surfing,,"Hit in face by shark, arm abraded, surfboard bitten",,Evening
3448,09-Dec-1968,,Unprovoked,AUSTRALIA,,,Survived,,Unknown
3449,02-Dec-1968,,Unprovoked,SOUTH AFRICA,Spearfishing,,"No injury, left elbow & torso bumped by sharks",,Unknown
3450,Dec-1968,,Invalid,SOUTH AFRICA,,,No injury,,Unknown
3451,06-Nov-1968,,Boat,SOUTH AFRICA,Fishing,,"Shark leapt into boat, landed on Hlope's back, then bit his left forearm",,Unknown
3452,04-Nov-1968,,Sea Disaster,PAPUA NEW GUINEA,Wreck of the Storm King,,Remains recovered days later from shark,,Unknown
3453,02-Nov-1968,,Provoked,AUSTRALIA,,,Abrasion on shoulder Recorded as PROVOKED INCIDENT,,Afternoon
3454,29-Oct-1968,,Provoked,BAHAMAS,,,Calf injured Recorded as PROVOKED INCIDENT,,Night
3455,13-Oct-1968,,Unprovoked,USA,Spearfishing using Scuba,,Swim fin bitten,,Unknown
3456,10-Oct-1968,,Sea Disaster,PHILIPPINES,Sinking of the ferryboat Dumaguete ,,Survived,,Unknown
3457,22-Sep-1968,,Invalid,USA,Surfing,,,,Afternoon
3458,15-Sep-1968,,Unprovoked,NEW ZEALAND,Spearfishing,,"FATAL, left leg bitten, femoral artery severed  ",,Morning
3459,24-Aug-1968,,Unprovoked,USA,Playing with a frisbee in the shallows,,"Shark bumped Colleen, the nudged Scott, then bit Frisbee & swam away with it",,Afternoon
3460,21-Aug-1968,,Unprovoked,USA,Standing,,Leg & arm bitten,,Evening
3461,13-Aug-1968,,Unprovoked,FRENCH POLYNESIA,Swimming,,Finger severed,,Unknown
3462,11-Aug-1968,,Unprovoked,MALAYSIA,Leaving the water,,Hand lacerated,,Morning
3463,08-Aug-1968,,Unprovoked,COLUMBIA,Dynamite fishing,,Lacerations to head,,Morning
3464,27-Jul-1968,,Unprovoked,USA,Free diving,,Major injury to torso,,Morning
3465,23-Jul-1968,,Unprovoked,USA,Wading,,Abrasions on lower leg,,Afternoon
3466,16-Jul-1968,,Unprovoked,USA,Spearfishing using Scuba,,Swimfin & knee bitten,,Unknown
3467,10-Jul-1968,,Unprovoked,BAHAMAS,Small boat with 2 men onboard hit a submerged coral formation. Men began swimming to shore,,"FATAL, taken by shark  ",,Unknown
3468,Jul-1968,,Invalid,MEXICO,,,No injury,,Unknown
3469,25-Jun-1968,,Unprovoked,BAHAMAS,Spearfishing,,"Bumped shoulder, bit head",,Unknown
3470,09-Jun-1968,,Unprovoked,USA,Clamming,,Lacerations to lower right leg & andkle,,Morning
3471,Jun-1968,,Unprovoked,ENGLAND,,,Arm severely lacerated,,Unknown
3472,18-May-1968,,Invalid,TANZANIA,Schooner sank during a storm,,"6 people rescued, 3 shark-scavenged bodies recovered, 14 people lost ",,Unknown
3473,May-1968,,Unprovoked,PAPUA NEW GUINEA,Standing,,Lower leg severely lacerated,,Unknown
3474,29-Apr-1968,,Invalid,USA,Wading,,Foot severely injured,,Afternoon
3475,20-Apr-1968,,Unprovoked,USA,,,"Buttock, both legs & arm bitten",,Afternoon
3476,15-Apr-1968,,Unprovoked,AUSTRALIA,"Diving. Shark swallowed his hand, so he threw his other around the shark and went shark-back riding for 30 yards until the shark opened its jaws",,Hand lacerated,,Unknown
3477,Reported 11-Apr-1968,,Unprovoked,PAPUA NEW GUINEA,Swimming,,FATAL Laceration to chest,,Unknown
3478,07-Apr-1968,,Provoked,AUSTRALIA,,,Foot lacerated Recorded as PROVOKED INCIDENT,,Unknown
3479,25-Mar-1968,,Unprovoked,SOUTH AFRICA,Wading & pushing dinghy toward  the shallows,,Left thigh lacerated,,Unknown
3480,10-Mar-1968,,Unprovoked,USA,Surfing,,Foot lacerated,,Unknown
3481,Mar-1968,,Invalid,USA,Treading water,,No injury,,Unknown
3482,26-Feb-1968,,Unprovoked,USA,Surfing,,Foot lacerated,,Afternoon
3483,20-Feb-1968,,Unprovoked,AUSTRALIA,Swimming,,Thigh lacerated,,Unknown
3484,18-Feb-1968,,Provoked,NEW ZEALAND,Picking up shark by the tail,,Wrist bitten PROVOKED INCIDENT,,Unknown
3485,04-Feb-1968,,Unprovoked,AUSTRALIA,Spearfishing,,"No injury, speargun bitten",,Evening
3486,02-Feb-1968,,Unprovoked,AUSTRALIA,,,Survived,,Unknown
3487,Feb-1968,,Unprovoked,MOZAMBIQUE,Diving,,No injury,,Unknown
3488,17-Jan-1968,,Unprovoked,PAPUA NEW GUINEA,Swimming,,FATAL,,Evening
3489,1968,,Unprovoked,COSTA RICA,Swimming after his canoe capsized,,FATAL,,Unknown
3490,1968,,Invalid,USA,Diving,,"Recovered, said to involve a 1m nurse shark",,Afternoon
3491,1968,,Invalid,USA,Surfing,,,,Evening
3492,30-Dec-1967,,Unprovoked,SOUTH AFRICA,Surfing,,Right ankle & foot bitten,,Afternoon
3493,Reported 21-Dec-1967,,Invalid,PAPUA NEW GUINEA,Spearfishing,,No injury,,Unknown
3494,18-Dec-1967,,Unprovoked,FIJI,,,Arm lacerated,,Morning
3495,17-Dec-1967,,Unprovoked,AUSTRALIA,Swimming,,"FATAL, presumed taken by a shark, body not recovered",,Unknown
3496,14-Dec-1967,,Provoked,USA,,,"Head, shoulder, arm lacerated. Recorded as PROVOKED INCIDENT",,Unknown
3497,30-Nov-1967,,Provoked,AUSTRALIA,Freediving,,Recorded as PROVOKED INCIDENT,,Unknown
3498,30-Nov-1967,,Unprovoked,AUSTRALIA,,,Arm lacerated,,Unknown
3499,15-Nov-1967,,Provoked,FIJI,Freediving,,Hand lacerated by speared shark PROVOKED INCIDENT,,Unknown
3500,04-Nov-1967,,Sea Disaster,PHILIPPINES,Sinking of the M/V Mindoro during a typhoon,,Passengers taken by sharks,,Unknown
3501,Nov-1967,,Invalid,SOUTH AFRICA,,,"Bones and brightly colored bangles recovered  3.35 m, 145.5-kg tiger sharks gut ",,Unknown
3502,Reported 26-Oct-1967,,Unprovoked,MEXICO,Swimming,,FATAL,,Unknown
3503,17-Oct-1967,,Unprovoked,USA,Standing on sandbar,,Left foot bitten,,Afternoon
3504,Oct-1967,,Unprovoked,TONGA,Swimming,,Arm & leg bitten,,Unknown
3505,20-Sep-1967,,Invalid,USA,Boat capsized between O'ahu & Molokai,,Remains found in a 3.4 m (11') tiger shark. Probable drowning & scavenging,,Unknown
3506,13-Sep-1967,,Provoked,ITALY,Scuba diving,,"Diver shot the shark, then it injured his arm and broke his leg with its tail.  PROVOKED INCIDENT",,Unknown
3507,07-Sep-1967,,Provoked,PAPUA NEW GUINEA,Diving,,"No details, listed as PROVOKED INCIDENT",,Unknown
3508,07-Sep-1967,,Unprovoked,USA,Spearfishing,,Survived,,Afternoon
3509,06-Sep-1967,,Unprovoked,PAPUA NEW GUINEA,Spearfishing,,FATAL,,Unknown
3510,01-Sep-1967,,Unprovoked,PAPUA NEW GUINEA,Spearfishing,,FATAL,,Unknown
3511,27-Aug-1967,,Provoked,USA,Pulling shark from the water,,Nipped on shoulder by captive shark PROVOKED INCIDENT,,Afternoon
3512,26-Aug-1967,,Unprovoked,JAPAN,,,FATAL,,Afternoon
3513,25-Aug-1967,,Unprovoked,ITALY,Spearfishing on Scuba,,Minor injuries to face & forearm,,Unknown
3514,19-Aug-1967,,Unprovoked,AUSTRALIA,"Spearfishing, dived to pick up a float line",,"FATAL, ""bitten in two""",,Morning
3515,15-Aug-1967,,Unprovoked,BERMUDA,Floating,,Right foot abraded & lacerated,,Afternoon
3516,Reported 14-Aug-1967,,Unprovoked,COLUMBIA,,,3 fingers were bitten by a shark,,Unknown
3517,10-Aug-1967,,Invalid,AUSTRALIA,Anti-sabotage night dive exercise alongside destroyer (Scuba diving),,"Disappeared, no trace of men or equipment, shark attack considered",,Unknown
3518,07-Aug-1967,,Unprovoked,USA,Spearfishing,,Shark grasped thigh,,Afternoon
3519,Aug-1967,,Unprovoked,BAHAMAS,Photographing sharks underwater using Scuba,,"No injury, shark struck camera",,Unknown
3520,Aug-1967,,Unprovoked,SENEGAL,Beach seine netting,,Ankle bitten,,Night
3521,29-Jul-1967,,Unprovoked,USA,Snorkeling,,Foot lacerated,,Unknown
3522,05-Jul-1967,,Unprovoked,TURKEY,Spearfishing,,FATAL,,Afternoon
3523,Jul-1967,,Invalid,USA,Surfing,,Incident not confirmed,,Afternoon
3524,13-Jun-1967,,Provoked,USA,Spearfishing,,"After shark was speared & hit on head, it bit the divers foot  PROVOKED INCIDENT",,Evening
3525,Jun-1967,,Provoked,ITALY,Fishing boat,,"No injury to occupants,  harpooned shark sank boat PROVOKED INCIDENT",,Unknown
3526,13 or 30-May-1967,,Provoked,AUSTRALIA,,,Thigh abraded & lacerated Recorded as PROVOKED INCIDENT,,Unknown
3527,09-May-1967,,Provoked,AUSTRALIA,Feeding a shark,,Recorded as PROVOKED INCIDENT,,Unknown
3528,Apr-1967,,Provoked,UNITED KINGDOM,Fishing,,Tooth knocked out by hooked shark PROVOKED INCIDENT,,Unknown
3529,20-Mar-1967,,Provoked,NEW ZEALAND,Freediving,,Abrasions to lower leg Recorded as PROVOKED INCIDENT,,Unknown
3530,19-Mar-1967,,Unprovoked,SOUTH AFRICA,Spearfishing,,"Punctures in right buttock & thigh, abrasion on right forearm",,Morning
3531,12-Mar-1967,,Provoked,AUSTRALIA,Spearfishing,,Speared shark lacerated his arm PROVOKED INCIDENT,,Afternoon
3532,10-Mar-1967,,Invalid,AUSTRALIA,Vehicle plunged over cliff into the water,,"Fatal or scavenging by ""a pack of sharks""",,Unknown
3533,09-Mar-1967,,Unprovoked,NEW ZEALAND,Lifesaving drill,,"FATAL, seen taken by a shark ",,Evening
3534,01-Mar-1967,,Unprovoked,PAPUA NEW GUINEA,,,Leg bitten,,Unknown
3535,06-Feb-1967,,Sea Disaster,MEXICO,The shrimper Loless Maurine capsized in heavy seas & the men were swimming ashore  ,,FATAL,,Afternoon
3536,27-Jan-1967,,Boat,SOUTH AFRICA,Fishing for rock lobster,,"Holed & sank boat, 1 man flung into water but ignored by the shark",,Unknown
3537,22-Jan-1967,,Provoked,SOUTH AFRICA,Spearfishing Competition,,"No injury, shark bit support boat, removing pieces of wood after Gerricke shot it  PROVOKED INCIDENT",,Unknown
3538,21-Jan-1967,,Unprovoked,MOZAMBIQUE,Swimming in the channel,,Right leg severely lacerated,,Unknown
3539,06-Jan-1967,,Provoked,AUSTRALIA,Splashing,,Foot bitten when he kicked shark PROVOKED INCIDENT,,Unknown
3540,31-Dec-1966,,Unprovoked,AUSTRALIA,Fishing,,"6"" laceration to left forearm ",,Unknown
3541,27-Dec-1966,,Provoked,AUSTRALIA,Spearfishing,,The shark bit the diver's leg after he shot it  PROVOKED INCIDENT,,Unknown
3542,27-Dec-1966,,Unprovoked,AUSTRALIA,Spearfishing,,Right hand lacerated,,Unknown
3543,26-Dec-1966,,Unprovoked,SINGAPORE,Wading,,Thigh bitten,,Unknown
3544,26-Dec-1966,,Unprovoked,AUSTRALIA,Spearfishing,,Right leg bitten,,Unknown
3545,14-Nov-1966,,Unprovoked,THAILAND,,,No details,,Unknown
3546,Early Nov-1966,,Unprovoked,PAPUA NEW GUINEA,A father bathing his smallest daughter when the shark bumped her out of his arms and carried her into deep water,,FATAL,,Unknown
3547,30-Oct-1966,,Unprovoked,PAPUA NEW GUINEA,Swimming,,FATAL,,Unknown
3548,19-Oct-1966,,Unprovoked,PAPUA NEW GUINEA,Bathing,,FATAL,,Morning
3549,27-Sep-1966,,Unprovoked,AUSTRALIA,"Free diving, carrying speargun",,Shoulder lacerated,,Afternoon
3550,19-Sep-1966,,Provoked,USA,Fishing,,Left elbow or hand bitten PROVOKED INCIDENT,,Unknown
3551,18-Sep-1966,,Invalid,AUSTRALIA,Spearfishing,," The 2.9 m [9.5'] shark never made contact with him. No attack, no injury.",,Unknown
3552,13-Sep-1966,,Provoked,AUSTRALIA,Spearfishing,,Involved a speared shark but no other details PROVOKED INCIDENT,,Unknown
3553,10-Sep-1966,,Unprovoked,AUSTRALIA,Spearfishing,,No injury,,Afternoon
3554,8-Sep-1966,,Provoked,USA,Hunting crayfish ,,Abdomen abraded when he seized shark PROVOKED INCIDENT,,Unknown
3555,Sep- 1966,,Invalid,BAHAMAS,Diving / UW photography,,"2.4 to 3 m [8' to 10'] oceanic whitetip shark  buzzed him. No attack, no injury",,Unknown
3556,28-Aug-1966,,Boat,AUSTRALIA,,,"No injury to occupant. Shark struck vessel, jamming centreboard",,Unknown
3557,27-Aug-1966,,Invalid,SOUTH AFRICA,Netting sharks,,"No attack, no injury to occupant: a 400-lb grey shark bit nets in the water ",,Unknown
3558,27-Aug-1966,,Unprovoked,BAHAMAS,Snorkeling,,"Survived, no details",,Evening
3559,23-Aug-1966,,Unprovoked,NEW BRITAIN,Swimming,,FATAL,,Unknown
3560,23-Aug-1966,,Unprovoked,NEW BRITAIN,Diving into water,,FATAL,,Unknown
3561,16-Aug-1966,,Unprovoked,CROATIA,Swimming,,FATAL,,Unknown
3562,14-Aug-1966,,Unprovoked,TAIWAN,Lobster diving using Scuba,,"No injury, but shark struck his calf",,Evening
3563,13-Aug-1966,,Unprovoked,ITALY,Attacked shark with fists,,Arm lacerated,,Unknown
3564,Mid Aug-1966,,Invalid,USA,Spearfishing on Scuba,,"No attack, no injury, shark took speared fish & approached diver closely ",,Evening
3565,Aug-1966,,Unprovoked,USA,Wading,,"No injury, mother lifted him from the water",,Afternoon
3566,31-Jul-1966,,Unprovoked,USA,Diving for sand dollars,,Dorsum of right foot grazed,,Unknown
3567,19-Jul-1966,,Provoked,USA,Killing a shark,,"Arm bitten, PROVOKED INCIDENT",,Evening
3568,17-Jul-1966,,Unprovoked,USA,Fishing,,Lacerations to right foot,,Afternoon
3569,17-Jul-1966,,Unprovoked,TAIWAN,Swimming,,"FATAL, left leg severed",,Unknown
3570,14-Jul-1966,,Unprovoked,PAPUA NEW GUINEA,Swimming,,FATAL,,Unknown
3571,03-Jul-1966,,Invalid,USA,Free diving,,No injury. A 1.1 m [3.5'] blacktip shark shark made a threat display & bit gig,,Morning
3572,02-Jul-1966,,Boat,CARIBBEAN SEA,,,"No injury to occupants, sharks bit chunks from boat",,Unknown
3573,22-Jun-1966,,Provoked,USA,Clamming,,3 lacerations on  right leg by speared fish PROVOKED INCIDENT,,Afternoon
3574,11-Jun-1966,,Provoked,USA,Fishing,,Hand & forearm bitten by hooked shark PROVOKED INCIDENT,,Morning
3575,04-Jun-1966,,Unprovoked,USA,Swimming,,Punctures on  thigh & buttock,,Evening
3576,02-Jun-1966,,Provoked,FRENCH POLYNESIA,Fishing,,Arm lacerated by netted shark PROVOKED INCIDENT,,Unknown
3577,20-May-1966,,Sea Disaster,AUSTRALIA,Sinking of the dredge World Atlas,,FATAL,,Unknown
3578,20-May-1966,,Unprovoked,AUSTRALIA,Fishing,,Foot bitten,,Night
3579,20-May-1966,,Sea Disaster,AUSTRALIA,Shipwreck,,"FATAL, other human remains bitten by sharks, 13 people missing",,Unknown
3580,16-May-1966,,Invalid,USA,Spearfishing / Scuba diving,,"White shark, 3.7 m [12']  made threat display. No injury, no attack",,Afternoon
3581,16-May-1966,,Sea Disaster,PHILIPPINES,The passenger ship Pioneer Cebu  capsized & sank in Typhoon Irma,,130 perished; 136 survived  including a man whose foot was severed by a shark,,Unknown
3582,08-Apr-1966,,Unprovoked,USA,Swimming,,Foot lacerated,,Afternoon
3583,Apr-1966,,Sea Disaster,AUSTRALIA,Overturned skiff,,Survived,,Unknown
3584,20-Mar-1966,,Provoked,AUSTRALIA,Fishing (big game),,"No injury to occupants, hooked shark rammed boat, PROVOKED INCIDENT",,Unknown
3585,14-Mar-1966,,Sea Disaster,SUDAN,"The World Liberty and the tanker Mosli collided. The  Halcyon Breeze sent a lifeboat to the rescue, but it was smashed, throwing 6 men in the  water.",,FATAL,,Unknown
3586,27-Feb-1966,,Unprovoked,AUSTRALIA,Treading water,,"Left leg & lower right leg bitten, taken ashore with shark still grasping his leg",,Afternoon
3587,29-Jan-1966,,Provoked,SOUTH AFRICA,Helping men land a shark,,Left leg lacerated by hooked shark  PROVOKED INCIDENT,,Unknown
3588,25-Jan-1966,,Sea Disaster,INDONESIA,wreck of the State Oil Company ship Permina,,Sharks said to have killed some of the 80 people lost,,Unknown
3589,22-Jan-1966,,Unprovoked,USA,Free diving / spearfishing (resting on the surface),,"Hand, arm & thigh bitten",,Unknown
3590,15-Jan-1966,,Unprovoked,AUSTRALIA,Spearfishing,,Buttocks bitten,,Unknown
3591,14-Jan-1966,,Sea Disaster,COLUMBIA,Colombian  (Avianca) DC-4 airliner plunged into the sea 5 minutes after takeoff,,"10 survived, 51 perished. ",,Unknown
3592,11-Jan-1966,,Unprovoked,SOUTH AFRICA,Standing,,Right calf lacerated,,Morning
3593,10-Jan-1966,,Unprovoked,AUSTRALIA,Jumped into the water,,"Lower leg nipped, arm bruised when he landed in boat",,Unknown
3594,09-Jan-1966,,Unprovoked,SOUTH AFRICA,Body surfing,,Lower legs bitten,,Afternoon
3595,08-Jan-1966,,Unprovoked,NEW ZEALAND,Body surfing ,,"FATAL, left leg bitten thigh to calf  ",,Afternoon
3596,05-Jan-1966,,Unprovoked,USA,Swimming,,Thigh gashed,,Afternoon
3597,Summer of 1996,,Invalid,USA,Walking,,Minor lacerations & abrasions to lower leg. ,,Unknown
3598,28-Dec-1965,,Unprovoked,AUSTRALIA,"Spearfishing, but standing in knee-deep water",,Thigh & swim fin bitten,,Unknown
3599,19-Dec-1965,,Unprovoked,JOHNSTON ISLAND,Freediving,,No injury,,Afternoon
3600,10-Dec-1965,,Boat,AUSTRALIA,Fishing,,No injury to occupants. Shark  gouged planks of boat,,Morning
3601,21-Nov-1965,,Provoked,AUSTRALIA,Fishing from 34' boat when pulled overboard by hooked shark,,FATAL PROVOKED INCIDENT,,Unknown
3602,21-Nov-1965,,Unprovoked,PACIFIC OCEAN ,"Hauling dead shark aboard, when another shark leapt out of the water & bit him",,"Left forearm bitten, surgically amputated",,Night
3603,03-Nov-1965,,Invalid,PANAMA,Argentine Air Force C-54,,2 life preservers had been bitten by sharks,,Morning
3604,03-Nov-1965,,Unprovoked,AUSTRALIA,Surfing,,Puncture wounds to right thigh,,Afternoon
3605,21-Oct-1965,,Unprovoked,UNKNOWN,The boat Caribou II sank,,Survived,,Unknown
3606,16-Oct-1965,,Unprovoked,BAHAMAS,Sunbathing on beach when he saw child being attacked by the shark,,Right arm & right leg bitten,,Unknown
3607,16-Oct-1965,,Unprovoked,BAHAMAS,Playing in the water,,FATAL,,Unknown
3608,10-Oct-1965,,Unprovoked,NEW BRITAIN,"Spearfishing, shot a turtle",,FATAL,,Unknown
3609,Oct-1965,,Unprovoked,PAPUA NEW GUINEA,Wading,,Toe severed,,Unknown
3610,21-Sep-1965,,Provoked,PAPUA NEW GUINEA,Spearing fish,,"Minor injury, speared shark lacerated his kneecap & leg PROVOKED INCIDENT",,Unknown
3611,12-Sep-1965,,Provoked,PAPUA NEW GUINEA,Fishing (rod & line),,Leg & hand bitten by shark that had been speared by another fisherman PROVOKED INCIDENT,,Afternoon
3612,08-Sep-1965,,Unprovoked,MEXICO,,,Leg & arm bitten,,Evening
3613,30-Aug-1965,,Invalid,PHILIPPINES,"Arsinoe, a French tanker",,"One man was lost, but he may have drowned",,Unknown
3614,26-Aug-1965,,Unprovoked,USA,Swimming,,Right thigh lacerated,,Evening
3615,30-Jul-1964,,Provoked,BAHAMAS,Attempting to anesthetize shark,,Chest bitten PROVOKED INCIDENT,,Unknown
3616,26-Jul-1965,,Unprovoked,MEXICO,Bathing,,"FATAL, both legs severed ",,Evening
3617,Reported 02-Jul-1965,,Boat,BERMUDA,,,"No injury to occupant, shark bit boat",,Unknown
3618,19-Jun-1965,,Invalid,USA,Wading,,Parallel lacerations on right calf. Thought to be a barracuda bite ,,Unknown
3619,18-Jun-1965,,Invalid,USA,"Diving, retrieving film package from Titan 3C rocket",,"No injury, chased by 4.6 m [15'] oceanic whitetip sharks",,Unknown
3620,09-Jun-1965,,Unprovoked,MEXICO,Swimming,,"Right forearm severed, right leg bitten and surgically amputated",,Afternoon
3621,Jun-1965,,Unprovoked,PAPUA NEW GUINEA,Spearfishing,,Minor injury,,Unknown
3622,Jun-1965,,Unprovoked,SOUTH PACIFIC OCEAN,Treading water,,"FATAL, body not recovered",,Unknown
3623,29-May-1965,,Unprovoked,MEXICO,Swimming,,"FATAL, left leg & right arm severed ",,Afternoon
3624,28-May-1965,,Unprovoked,MEXICO,Swimming,,"FATAL, left arm & right leg severed ",,Unknown
3625,May-Jun-1965,,Unprovoked,EGYPT,Standing,,Leg bitten,,Unknown
3626,May 1965,,Unprovoked,JAMAICA,Diving,,Minor injury,,Unknown
3627,May 1965,,Unprovoked,MEXICO,Swimming,,"Right arm severed, right leg bitten, not known if he survived",,Unknown
3628,29-Apr-1965,,Unprovoked,USA,,,"Thighs abraded, puncture wounds in dorsal surface of left hand",,Afternoon
3629,25-Apr-1965,,Invalid,USA,Surfing,,Drowned & his body was not recovered. Sharks seen in area later that day but no shark involvement in surfer's death,,Afternoon
3630,10-Apr-1965,,Unprovoked,USA,Spearfishing,,Left hand severely lacerated,,Morning
3631,04-Apr-1965,,Unprovoked,PALAU,Walking on reef,,Right leg bitten,,Afternoon
3632,04-Apr-1965,,Unprovoked,USA,Paddling on surfboard,,Left hand punctured & lacerated,,Morning
3633,23-Mar-1965,,Invalid,USA,Aircraft exploded,,"All 16 onboard perished, recovery efforts hampered by sharks",,Morning
3634,14-Mar-1965,,Unprovoked,USA,Free diving,,Survived,,Afternoon
